cnpj;inscricaoestadual;responsavel;email;endereco;telefonefixo;observacao;nome;convenio;empresafora
08.647.015/0001-58;;;; R SE 3 QD 104 SUL CJ 3 LT 26  LOJA 08 ;(00)0000-0000;;GONCALVES E CARDOSO LTDA - ME;true;nao
07.471.330/0001-04;;;;Q ASR-SE 95, AV 95 CONJ. QC 02 LT 06A QDR 912 SUL) SALA 102  S/N ;(00)0000-0000;;GONZAGA E CAMPOS LTDA - ME;true;nao
00.697.590/0001-53;;;;AV PERNAMBUCO;(00)0000-0000;;GRUPO VG SERVICOS LTDA;true;nao
18.760.121/0001-05;;;; Q 103 NORTE, AVENIDA LO 02  CONJ 01 LOTE 26 SALA 09 N 67;(00)0000-0000;;GUILHERME SANTOS ZANINA EIRELI - ME;true;nao
04.356.735/0001-03;;;; Q SHCN CL QUADRA 111 BLOCO D 51  SALA 207 ;(00)0000-0000;;GVP CONSULTORIA E PRODUCAO DE EVENTOS LTDA - ME;true;nao
09.654.760/0001-97;;;;"AV PIAUI QUADRA34 LOTE 11	NUMERO 2110";(00)0000-0000;;G R BOTELHO - ME;true;nao
11.309.604/0001-30;;;;Q 912 SUL, ALAMEDA 08, LOTES 11/12 GALPAO02, QIF;(00)0000-0000;;HELOISA SANTOS CALDEIRA E CIA LTDA - ME;true;nao
00.066.345/8121-53;;;;CHACARA TRES IRMAOS ZONA RURAL;(00)0000-0000;;HESLEY RODRIGUES LIMA;true;nao
05.704.148/0001-20;;;; Q 701 SUL CJ 01 (ACSU SO 70) AV. TEOTONIO SEGURADO ;(00)0000-0000;;HJF - COMERCIO DE PECAS AUTOMOTIVAS LTDA - ME;true;nao
07.901.668/0001-59;;;; Q 307 NORTE, ALAMEDA 25, LOTE 10 ;(00)0000-0000;;H & R COMERCIAL LTDA - EPP;true;nao
05.355.405/0001-66;;;; Q SHIS QI 05 C.C, BLOCO E SALA 09 E  CENT.COML GILB SALOM ;(00)0000-0000;;IKHON GESTAO CONHECIMENTOS E TECNOLOGIA LTDA - EPP;true;nao
16.922.220/0001-02;;;;Q 210 SUL, ALAMEDA 03, LOTE 08  NÚMERO S/N   SALA 02 ;(00)0000-0000;;ILUMINE FESTAS EIRELI - ME;true;nao
14.710.922/0001-05;;;;Q 108 SUL AVENIDA LO 03 LOTE 09 SALA 02   ACSV SE 13 LOTE 20  NÚMERO 09 ;(00)0000-0000;;IMPERFIX IMPERMEABILIZACAO LTDA - ME;true;nao
09.134.888/0001-20;;;; AV GUAPORE  N3596 ;(00)0000-0000;;IMPERIAL RONDONIA FORNECIMENTO E GESTAO DE RECURSOS HUMANOS PARA TERCEIROS LTDA - ME;true;nao
14.343.247/0001-15;;;;Q CNB 12 LOTE 11/12 SALA  2 ANDAR;(00)0000-0000;;IMPULSO COMUNICACAO VISUAL LTDA - EPP;true;nao
01.143.387/0002-89;;;; AV TOCANTINS -QD. 46 LOTE 12 ;(00)0000-0000;;INACIO AMARO NUNES - ME;true;nao
17.895.735/0001-23;;;;Q 204 SUL, ALAMEDA 03  LOTE 21;(00)0000-0000;;INATIVO;true;nao
11.446.817/0001-04;;;;"Q (QDR 104 SUL II - AV. LO 03) ACSE II CONJ. 04 LOTE 01-A  	COMPLEMENTO AV. LO-03 PISO TERREO SALAS 13, 14, 15, 16 30, 31, 32, 33 E 34 ";(00)0000-0000;;INOVE COMERCIO DE EQUIPAMENTOS E MOVEIS LTDA - ME;true;nao
12.083.487/0001-00;;;; Q 104 SUL RUA SE 07 N11;(00)0000-0000;;INOVE LTDA - ME;true;nao
03.831.134/0001-42;;;;R SE 03 LOTE 29 QUADRA 104 SUL ;(00)0000-0000;;INSTITUTO EUVALDO LODI-NUCLEO REGIONAL DO ESTADO DO TOCANTINS;true;nao
15.114.690/0001-87;;;;AV CENTER  NÚMERO  1230  COMPLEMENTO  QUADRA03 LOTE 26;(00)0000-0000;;IONES PAIXAO ALVES MENEZES - ME;true;nao
19.208.145/0001-00;;;;Q 204 SUL ALAMEDA 01   LOTE 25 NÚMERO S/N ;(00)0000-0000;;ITC INSTITUTO DE TERAPIA COMPORTAMENTAL LTDA - EPP;true;nao
19.552.766/0001-07;;;;"LOGRADOURO R RUA 14 		NÚMERO 105 ";(00)0000-0000;;ITEL CONSTRUTORA LTDA - ME;true;nao
00.083.648/6589-72;;;;405 SUL ALA 21 QI 13 LT 13;(00)0000-0000;;IZABEL BARBOSA DOS REIS;true;nao
11.498.202/0001-21;;;; Q ACSE I I, CONJUNTO 04, LOTE 01 A 10  SALA 35 ;(00)0000-0000;;J.H.B. DE CARVALHO JUNIOR LOCADORA DE VEICULOS LTDA - ME;true;nao
06.006.535/0001-56;;;;QUADRA 306 SUL AV LO 05 LOTE 14 SALA 01;(00)0000-0000;;J.M.A REZENDE SOUZA-ME;true;nao
13.928.501/0001-84;;;;"Q 104 NORTE RUA NE 1  	COMPLEMENTO CONJ 02 LOTE 23 NÚMERO SN ";(00)0000-0000;;J. A. MILANI - ME;true;nao
03.740.034/0001-00;;;;"Q 103 SUL CONJUNTO 03 RUA SO 03 LOTE 07  	COMPLEMENTO SALA 01 	NÚMERO S/N ";(00)0000-0000;;JAMIRO LABORATORIO DE PROTESE DENTARIA LTDA - ME;true;nao
14.430.529/0001-50;;;;AV FRANCISCO GALVAO DA CRUZ;(00)0000-0000;;JAYME CARDOSO FILHO;true;nao
03.399.599/0001-76;;;;Q 104 SUL, AV LO - 03,SALA 244;(00)0000-0000;;JEZER CONTABILIDADE LTDA - ME;true;nao
12.165.351/0001-31;;;;Q 104 NORTE RUA NE 01 LOTE 11  SALA A ;(00)0000-0000;;JK EMPRESTIMOS LTDA;true;nao
07.440.113/0001-57;;;;"Q 404 SUL (ACSV SE 41)AV. LO 11, LOTE 22 		NÚMERO SN 		COMPLEMENTO TERREO ";(00)0000-0000;;JM SERVICOS ODONTO-RADIOLOGICOS LTDA - ME;true;nao
20.734.938/0001-42;;;;"Q 812 SUL ALAMEDA 7 QUADRA I 8;LOTE 7";(00)0000-0000;;JOANA DARC BARROS VARGAS 38081130225;true;nao
00.000.000/0000-00;;;;FAZ PITANGA DO LAJEADO ;(00)0000-0000;;JOAO BATISTA DANTAS;true;nao
00.002.434/8061-04;;;;403 SUL ALAMEDA 24 QI 13 LOTE 15;(00)0000-0000;;JOSE EVANGELISTA SILVA;true;nao
13.686.074/0001-75;;;; AV NS 02 QD 202 SUL CONJUNTO 02 LOTE 04  SALA 02 ;(00)0000-0000;;JS COMERCIO DE MATERIAIS PARA CONSTRUCAO LTDA - ME;true;nao
05.109.847/0001-22;;;;AV JK ACSE I CONJ. 01 LOTE 17  SALA 04 NÚMERO SN ;(00)0000-0000;;JULIETA PESSOA DA SILVA TAVARES - ME;true;nao
19.083.944/0001-06;;;;Q 1112 SUL QI L ALAMEDA 06 LOTE 01  NÚMERO 01 ;(00)0000-0000;;J DE CASTRO - EIRELI - EPP;true;nao
09.089.148/0006-23;;;; Q 1202 SUL (ACSUSE 120) AVENIDA LO 27 PAC LOTE 19  CONJ 02 SALA 02 ;(00)0000-0000;;J FERRO COMBUSTIVEIS E LUBRIFICANTES LTDA - ME;true;nao
09.089.148/0007-04;;;;AV LO 27 QD. 1.202 SUL CONJ 02 PAC LOTE 19 SALA 03;(00)0000-0000;;J FERRO COMBUSTIVEIS E LUBRIFICANTES LTDA E-SOCIAL;true;nao
19.404.998/0001-18;;;;Q 104 SUL AVENIDA LO 01 COMPLEMENTO SALA 1B NÚMERO 23 ;(00)0000-0000;;KARMELIA TOCANTINS LTDA - ME;true;nao
18.581.806/0001-86;;;;Q ACSE II, AV. LO 1, (104 SUL)  CONJ 01 LOTE 07;(00)0000-0000;;KMM SEVICOS DE MANUTENCAO E REPARACAO EM AUTOMOVEIS EIRELI - ME;true;nao
05.457.830/0001-66;;;;Q 212 NORTE QI-08 LOTE 10 ALAMEDA 07 ;(00)0000-0000;;L. CARLOS DA SILVA EIRELI;true;nao
18.164.245/0001-10;;;;Q 507 SUL ALAMEDA 30 QI-22 LOTE 07-A;(00)0000-0000;;L.G.C. LIMPEZA GERAL DE CONSTRUCAO EIRELI - ME;true;nao
19.134.968/0001-39;;;;Q 1203 SUL AVENIDA LO-27 LOTE 19 SALA 02  NÚMERO SN ;(00)0000-0000;;LANCHONETE ACAI SHOW - EIRELI - ME;true;nao
00.000.000/0000-00;;;;00000000000000000000     ;(00)0000-0000;;LAUDO DE DEFICIENTE;true;nao
15.381.520/0001-69;;;;Q 101 NORTE RUA NS A CONJ 02 LOTE 04 SALA 02;(00)0000-0000;;LIMA & FARAJ GESTAO ADMINISTRATIVA FINANCEIRA E CONTABIL LTDA - ME;true;nao
19.430.365/0001-84;;;;Q 104 SUL AVENIDA LO 03  SALA 03 NÚMERO 79 ;(00)0000-0000;;LM COM. DE EMBALAGENS EIRELI - ME;true;nao
02.988.106/0001-70;;;;RUA NE 03, SN CONJUNTO O2 LOTE 28 SALA 02;(00)0000-0000;;LM PROJETOS ENGENHARIA EM MEIO AMBIENTE LTDA ME;true;nao
63.798.490/0001-33;;;; R JERONIMO PIMENTEL 156 ;(00)0000-0000;;LOCAVEL SERVICOS LTDA;true;nao
63.798.490/0011-05;;;; Q ACNO I, CONJUNTO 01, LOTE 25, SALA 02  ANEXO TERRENO DOS FUNDOS ;(00)0000-0000;;LOCAVEL SERVICOS LTDA;true;nao
13.323.603/0001-76;;;; Q 204 SUL, ALAMEDA 03, LOTE 27 ;(00)0000-0000;;LOET - SOLUCOES E SERVICOS LTDA - ME;true;nao
03.454.819/0012-70;;;;AV TOCANTINS  QUADRA13 LOTE 16  N 681 ;(00)0000-0000;;LOJAS ARACA LTDA;true;nao
37.315.082/0001-73;;;;103 SUL AV LO 1 N70;(00)0000-0000;;LUBRIFICAR;true;nao
07.678.178/0001-35;;;;Q 104 SUL RUA SE 09 CONJUNTO 02 LOTE 24 ;(00)0000-0000;;LUCCAS ASSESSORIA CONTABIL;true;nao
00.500.210/2182-83;;;;PALMAS;(00)0000-0000;;LUDUINO DE SOUZA SOBRINHO;true;nao
05.002.260/1874-81;;;;FAZENDA SAO MIGUEL;(00)0000-0000;;LUIS ANTONIO TORTOLA;true;nao
42.563.692/0001-26;;;;AV PROFESSOR MAGALHAES PENIDO  N 77 ;(00)0000-0000;;M.I.MONTREAL INFORMATICA LTDA;true;nao
10.568.952/0001-60;;;;"Q 107 NORTE, NS 05 AV. JUSCELINO KUBITSCHEK   	COMPLEMENTO LOJA 14   S/N ";(00)0000-0000;;M. DE F.G. MACEDO - ME;true;nao
07.993.634/0001-31;;;;"LOGRADOURO Q 303 NORTE AV. LO 10 LOTE 12 		NÚMERO S/N 		COMPLEMENTO ACSV NO 31 ";(00)0000-0000;;M. J. R. DOS SANTOS EIRELI;true;nao
08.796.516/0001-04;;;;Q 104 SUL AV LO-1 LOTE 31;(00)0000-0000;;MAGALHAES E TAVARES LTDA - ME;true;nao
08.273.495/0001-34;;;;R 06   QDA16 LOTE 16  NÚMERO 16 ;(00)0000-0000;;MAGNO ROBERTO DA CUNHA - ME;true;nao
15.127.538/0001-39;;;; Q 108 SUL AV LO-3 LOTE 20  SALA 04 EDIF VICTORIO MARTIELLO N09;(00)0000-0000;;MAIS SEGURO CORRETORA DE SEGUROS LTDA;true;nao
01.894.253/0023-24;;;; AV TANCREDO NEVES  EDIF ESPACO EMPRESARIAL LOJAS B,C ;(00)0000-0000;;MANPOWER STAFFING LTDA.;true;nao
35.476.605/1340-00;;;;603 SUL AL 13 LT 03;(00)0000-0000;;MARCELO MARINHO COSTA;true;nao
08.964.715/0001-76;;;; Q APM SE 125 AVENIDA LO 27 C/ A TO 050  BOX 18 B TERM RODOVIARIO ;(00)0000-0000;;MARCILENE PEREIRA DOS SANTOS - ME;true;nao
19.834.588/0001-07;;;;Q 104 SUL RUA SE 2 CJ 03 22   ANDAR 2 SALA 01;(00)0000-0000;;MARCO ANTONIO BARBOSA GASPAR - ME;true;nao
18.173.081/0001-97;;;;" Q 104 SUL RUA SE 3  LOTE 09;CONJ 02  	NÚMERO SN ";(00)0000-0000;;MARCO ANTONIO FERREIRA 50059483687;true;nao
12.702.077/0001-92;;;;ROD TO-050 KM 04 LOTE 01   SALA 05  NÚMERO SN ;(00)0000-0000;;MARIA DAS CANDEIAS DE LIMA DE FARIAS - ME;true;nao
04.954.249/0001-97;;;;VIALOCAL;(00)0000-0000;;MARIA DA CRUZ MOURA;true;nao
14.298.666/0001-82;;;; Q 106 SUL AVENIDA JK LOTE 14  SALA 106 ;(00)0000-0000;;MARIA JUCELY DA SILVA - ME;true;nao
51.216.863/4480-00;;;;TO 010 KL 29 CHACARA RECANTO FELIZ;(00)0000-0000;;MARIA MERCUCCI;true;nao
15.862.321/0001-72;;;; R C-145  QUADRA378 LOTE 08 ;(00)0000-0000;;MAROL CONTADORES ASSOCIADOS;true;nao
02.899.708/0001-51;;;;Q 104 NORTE AVENIDA JK CONJUNTO 01 LOTE 08 SALA 01 E 02;(00)0000-0000;;MARTENSIL COMERCIO DE RETALHOS LTDA - ME;true;nao
05.577.004/0001-50;;;;AV MANOEL ALVES  QUADRA50 LOTE 08 SALA 02 NÚMERO SN ;(00)0000-0000;;MARTHORELLE REPRESENTACOES LTDA - ME;true;nao
05.455.853/0001-31;;;;AV SERGIO NOGUEIRA;(00)0000-0000;;MARTINELLI & MARTINELLI SERVICOS E CONSTRUCOES LTDA - ME;true;nao
13.351.470/0001-41;;;;Q 405 NORTE ALAMEDA 14 LOTE 17, QI 08;(00)0000-0000;;MARTINO E CRUZ LTDA - ME;true;nao
14.055.204/0001-34;;;; Q 106 SUL ( ACSV-SE 12) LT 14 ;(00)0000-0000;;MARTINS E CAMARGO LTDA - ME;true;nao
17.689.130/0001-86;;;;Q 104 NORTE,RUA -NE 03 LOTE 29  SALA 12 NÚMERO SN ;(00)0000-0000;;MASTER LOGISTICA E TRANSPORTES - EIRELI - ME;true;nao
06.366.038/0001-69;;;; Q 104 SUL RUA SE 05 LT 33 (ACSE I CONJ 04) ;(00)0000-0000;;MAXIMA COMERCIO DE PRODUTOS HOSPITALARES LTDA - EPP;true;nao
38.143.830/0001-40;;;;FAZ SAO JORGE DA BURITIRANA;(00)0000-0000;;MCM AGROPECUARIA S/A;true;nao
17.483.477/0001-78;;;;Q 24 LOTE 17 RODOVIA TO 242 COM TO 387 ;(00)0000-0000;;MEDEIROS CONSTRUCOES E LOCACOES EIRELI - ME;true;nao
11.745.836/0002-12;;;;"Q 604 SUL, AVENIDA LO-15, LOTE 13 		NÚMERO S/N 		COMPLEMENTO VIA PALMAS BRASIL SALA 02 ";(00)0000-0000;;MILANI & SILVA LTDA - ME;true;nao
04.785.364/0001-85;;;;"LOT PORTO DE AREIA LOTE 02   GLEBA III  	NÚMERO S/N ";(00)0000-0000;;MINERACAO CAPITAL LTDA. - EPP;true;nao
17.904.614/0001-09;;;;Q 103 NORTE, RUA NO 11, LOTE 15, SALA 1;(00)0000-0000;;MORAL SERVICOS DE LOCACAO EIRELI - ME;true;nao
06.073.483/0001-30;;;; Q 104 SUL II RUA SE 09 LOTE 31 ;(00)0000-0000;;MOREIRA & PRIMO LTDA - ME;true;nao
02.550.934/0001-22;;;;"Q 912 SUL, ALAMEDA 01, QI-H, LOTE 09 		NÚMERO 06 		COMPLEMENTO FRENTE ";(00)0000-0000;;MOVEIS PRIMAVERA LTDA - ME;true;nao
12.946.634/0001-10;;;; Q 307 NORTE, ALAMEDA 07, QI 32, LOTE 21  SALA 01 ;(00)0000-0000;;MOZAIR SOARES RIBEIRO - ME;true;nao
01.067.974/0001-55;;;;AV BRASILIA  345  TERREO;(00)0000-0000;;MUNICIPIO DE PONTE ALTA DO TOCANTINS;true;nao
20.888.534/0002-94;;;;;(00)0000-0000;;MWR FITNESS LTDA - ME;true;nao
11.892.257/0001-11;;;; ST SCIA QUADRA 08 CONJ. 07 LOTE ;(00)0000-0000;;M R BRASILIA ESTACIONAMENTO ROTATIVO LTDA - EPP;true;nao
20.875.569/0001-08;;;;Q 403 SUL, VICINAL AV. LO 09  LOTE 01;(00)0000-0000;;M R CABRAL DOS SANTOS - ME;true;nao
09.050.118/0001-07;;;;Q 1.112 SUL, ALAMEDA 03, LOTES 01 A 12  SALA 03  S/N;(00)0000-0000;;N. D. EMPREENDIMENTOS IMOBILIARIOS LTDA. - EPP;true;nao
13.307.429/0001-78;;;;"LOGRADOURO Q 404 SUL ALAMEDA 03 		NÚMERO S/N 		COMPLEMENTO LOTE 04 ";(00)0000-0000;;N3 LTDA - EPP;true;nao
06.262.561/0001-45;;;;"LOGRADOURO ACSV SO 32 LT 04 AV LO 5 (305 SUL) 		NÚMERO S/N 		COMPLEMENTO SALA 02 ";(00)0000-0000;;NARCISO E DIAS LTDA - EPP;true;nao
16.666.198/0001-87;;;;" Q 104 SUL RUA SE 5  CONJ 04;LOTE 03;SALA 02 N 03";(00)0000-0000;;NEILA PATRICIA MOREIRA PINTO 82297959168;true;nao
14.014.925/0001-04;;;;Q 106 SUL AVENIDA JK 4 LT 06 SL 04;(00)0000-0000;;NICOLAU PIEDADE JUNIOR -ME;true;nao
17.409.676/0001-36;;;; Q 107 NORTE AVENIDA JUSCELINO KUBTSCHEK  SALA 206 SHOPPING CAPIM DOURADO ;(00)0000-0000;;NOGUEIRA E CASTILHO LTDA - ME;true;nao
71.480.180/0001-02;;;;" R TOME DE SOUZA  R TOME DE SOUZA  LOJA: 02; N 830 ";(00)0000-0000;;NONNA RECURSOS HUMANOS LTDA;true;nao
06.177.707/0001-54;;;;" TO 050, QD. 1012 SUL, APM. 01, SALA 03 		NÚMERO S/N 		COMPLEMENTO   ";(00)0000-0000;;NUNES & ARRUDA LTDA - ME;true;nao
19.856.243/0001-54;;;;"LOGRADOURO Q 104 N RUA NE 03 CS 08 		NÚMERO 37 		COMPLEMENTO CONJ ACNE 01 CJ 03 LT 42 ";(00)0000-0000;;NUNES E ABREU LTDA - ME;true;nao
03.528.371/0001-39;;;; Q 501 SUL, AV JOAQUIM TEOTONIO SEGURADO, CJ 01, LT 06,  SALA 706 ED AMAZONIA CENTER ;(00)0000-0000;;OHOFUGI, AZEVEDO, VENANCIO, BONILHA & ADVOGADOS ASSOCIADOS S/S - EPP;true;nao
09.236.355/0001-59;;;;"QUADRAG.13 LOTE 17	R 26 ";(00)0000-0000;;OPCAO NOTICIAS LTDA - ME;true;nao
19.077.898/0001-24;;;;"AV COLANTINO ALEIXO 	NÚMERO  935 COMPLEMENTO  SALA 01";(00)0000-0000;;OXINITRO COMERCIO E INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA. - ME;true;nao
21.393.107/0001-17;;;;"Q 1006 SUL ALAMEDA 8 LOTE: 02;";(00)0000-0000;;PABLO DYEGO ARAUJO CARVALHO EIRELI - ME;true;nao
17.698.446/0001-34;;;;Q 912 SUL AVENIDA 95 QC 02 LOTE 6A ;(00)0000-0000;;PALMAS BRASIL IMPORTACAO E EXPORTACAO LTDA - EPP;true;nao
15.411.601/0001-64;;;;AV NS 10, ARNE 14  CONJ L LOTE 41 SALA 01 ;(00)0000-0000;;PALMAS MAIS CONVENIENCIA LTDA - ME;true;nao
13.746.949/0002-68;;;;"Q 307 NORTE ALAMEDA 11 : QI 25 LOTE 03;";(00)0000-0000;;PANIFICADORA E CONFEITARIA TRIUNFO LTDA - ME;true;nao
38.154.621/0001-00;;;; Q 106 NORTE ALAMEDA 17 LOTE 17 ;(00)0000-0000;;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;true;nao
22.229.207/0001-75;;;;ROD BR 267 S/N KM 02;(00)0000-0000;;PASTIFICIO SANTA AMALIA S/A.;true;nao
12.046.296/0001-60;;;; PC 403 SUL ALAMEDA 06  QUIOSQ403 SUL ;(00)0000-0000;;PEDRO DE ASSIS GOMES PARENTE - ME;true;nao
11.172.116/0001-24;;;;"Q 704 SUL AVENIDA - LO 15 LOTE 15 		NÚMERO 15 		COMPLEMENTO SALA 05 ";(00)0000-0000;;PEDRO HENRIQUE RODRIGUES PEREIRA - ME;true;nao
09.515.326/0001-26;;;;Q 712 SUL ALAMEDA 01 LOTE 10  ASR-SE 75 QC-02 ;(00)0000-0000;;PEG & PAG E CASA DE CARNE NORDESTE;true;nao
18.978.687/0001-08;;;;"Q 1012 SUL, ALAMEDA 04, QIE1   LOTE 10   	NÚMERO S/N ";(00)0000-0000;;PERES E SOARES LTDA - ME;true;nao
19.338.781/0001-57;;;;Q 304 NORTE, AVENIDA LO-12, LOTE 03, SALA 1-B, CJ. ACSVNE 41-A NÚMERO S/N ;(00)0000-0000;;PINTO & ALVES LTDA - ME;true;nao
06.012.914/0001-59;;;; Q 612 SUL QI 02 LOTES 01 A 03  ALAMEDA 2 ;(00)0000-0000;;PONCIANO & PASSOS LTDA - ME;true;nao
12.124.412/0001-12;;;;R 21 DE ABRIL   LT 09 Q 10 NÚMERO SN ;(00)0000-0000;;PORTO E PESSOA LTDA - ME;true;nao
17.863.757/0001-01;;;;"LOT AGUA FRIA 01 DESTACADO DO LOTE 08B-2, CHACARA 		NÚMERO 17 ";(00)0000-0000;;PRE NORTE INDUSTRIA E COMERCIO DE PRE - MOLDADOS EIRELI - ME;true;nao
26.753.327/0001-28;;;;504SUL ALAMEDA14 LOTE 8;(00)0000-0000;;PRIMEIRA IGREJA BATISTA DE PALMAS;true;nao
84.107.697/0001-94;;;;DESEMBARGADOR FILISMINO SOARES NÚMERO 1 ;(00)0000-0000;;PROCOMP AMAZONIA INDUSTRIA ELETRONICA LTDA;true;nao
10.709.878/0001-54;;;; AV SANTO ANTONIO NÚMERO 1027  SALA A ;(00)0000-0000;;PW SERVICOS ADMINISTRATIVOS LTDA - ME;true;nao
04.792.134/0001-24;;;;PALMAS;(00)0000-0000;;QUESALON DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;true;nao
18.695.405/0002-38;;;;Q 107 NORTE AV. JUSCELINO KUBITSCHECK SALA 05 SHOPP. CAPIM DOURADO;(00)0000-0000;;R. A. SILVA & CIA LTDA - ME;true;nao
17.254.664/0001-80;;;;AV PORTO VELHO NÚMERO 2514 COMPLEMENTO APT 302 FRENTE 3 PISO   ;(00)0000-0000;;R. S. DE OLIVEIRA & VIANA LTDA - ME;true;nao
01.858.470/0001-53;;;;R BARAO DE ARACATI  ANEXO 2 NÚMERO 671 ;(00)0000-0000;;R2A SOLUCOES INTELIGENTES LTDA;true;nao
00.003.010/2851-05;;;;806 SUL AL 19 CASA 03;(00)0000-0000;;RAFAEL SILVESTRE DE SOUSA VILELA;true;nao
10.977.695/0001-10;;;;Q 110 SUL, AVENIDA JK, SE 14  LOTE 18 NÚMERO 18 ;(00)0000-0000;;RAQUEL BARROS DA SILVA SOUZA - ME;true;nao
19.123.278/0001-84;;;;Q 904 SUL AV LO 21 LT 12 SALA C ( ACSV-SE 91 AV LO 21 LT 13) NÚMERO S/N ;(00)0000-0000;;RASPADORA BRASIL LTDA - ME;true;nao
13.437.764/0001-90;;;; Q 104 SUL (ACSE I, CONJ. 02) RUA SE-03, LOTE 06-A, SL 25/26. ;(00)0000-0000;;RAS - SOLUCOES CORPORATIVAS LTDA - EPP;true;nao
00.756.381/0010-24;;;; Q 812 SUL QI 06 ALAMEDA 5 LOTE 03 PARTE 1 ;(00)0000-0000;;READER S DIGEST BRASIL LTDA;true;nao
14.149.770/0004-58;;;;"Q 812 SUL ALAMEDA 03 ROD TO 050 		NÚMERO S/N 		COMPLEMENTO LOTE 16 SALA 02 ";(00)0000-0000;;RED RENTAL - LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA;true;nao
11.160.044/0001-03;;;;"LOGRADOURO Q ARSE 61 ALAMEDA 02 		NÚMERO S/N 		COMPLEMENTO LOTE 02 CONJ LOTES L ";(00)0000-0000;;RESIDENCIAL VAN GOGH;true;nao
06.264.942/0001-63;;;; R PARANAIBA  LOTE 08 QUADRART N 1325;(00)0000-0000;;REZENDE E PAIVA LTDA-EPP;true;nao
03.502.365/0001-02;;;;Q 103 NORTE RUA DE PEDESTRE NO 9 LOTE 24 SALA 01 ;(00)0000-0000;;RIZIA ALVES PARANAIBA - ME;true;nao
02.871.857/0001-02;;;;R PEREIRA BARRETO NÚMERO  247 ;(00)0000-0000;;ROCKETTS GESTAO DE RECURSOS HUMANOS EIRELI - ME;true;nao
14.552.220/0001-32;;;;AV LO 10, QD 403 NORTE, LOTE 04;(00)0000-0000;;RONA CONSULTORIA CONTABIL LTDA - ME;true;nao
17.633.623/0001-02;;;;R NC 10 QD 12 LT 13 ;(00)0000-0000;;RR CUNHA TOPOGRAFIA LTDA - ME;true;nao
03.875.890/0001-73;;;;ROD BR 402 KM 01 GALPAO 01;(00)0000-0000;;RUAH INDUSTRIA E COMERCIO DE MOVEIS LTDA;true;nao
13.629.538/0001-01;;;;Q 110 N, AL 25, LOTE 35 ;(00)0000-0000;;RV CONSTRUTORA LTDA - ME;true;nao
08.064.835/0001-17;;;;"LOGRADOURO Q 712 SUL, AV LO 19, ALAM 07 		NÚMERO SN 		COMPLEMENTO LOTE 07 ";(00)0000-0000;;R A GONCALVES & CIA LTDA - ME;true;nao
01.195.098/0002-23;;;;AV RIO GRANDE DO NORTE QUADRA 08 LOTE 01/02 ;(00)0000-0000;;R E R EMPREENDIMENTOS E SERVICOS LTDA - ME;true;nao
09.523.149/0001-20;;;;"Q 103 NORTE AV NS 01 SALA 07	SALA 07";(00)0000-0000;;R V DA SILVA CALCADOS - ME;true;nao
18.573.390/0001-54;;;;"Q 108 SUL( ARSE 13 QI G), ALAMEDA 02, LOTE 78    	COMPLEMENTO SALA 03- B   NÚMERO SN ";(00)0000-0000;;S. R. DE ALMEIDA SILVA EIRELI - ME;true;nao
07.860.905/0001-80;;;; Q 104 SUL, RUA SE 09 LOTE 38  SALA 05 ;(00)0000-0000;;SANTANA & ABREU LTDA - ME;true;nao
07.886.434/0001-80;;;;QD ACSV SO 121 AV LO 27 LOTE 29(1203 SUL);(00)0000-0000;;SANTA MARTA COM DE MATERIAIS DE CONSTRUÇAO LTDA ME;true;nao
15.746.238/0001-38;;;;"Q ARSO 62 (605 SUL )ALAMEDA 14 LOTE 17 QI 11 		NÚMERO S/N ";(00)0000-0000;;SANTA MONICA TRANSPORTES - EIRELI;true;nao
15.470.781/0001-55;;;;"Q 107 NORTE, AVENIDA JK, ESQUINA COM NS 05   SALA 06   	NÚMERO S/N ";(00)0000-0000;;SAPORI DI GRANO ALIMENTOS LTDA - ME;true;nao
02.420.585/0001-24;;;; AV FRANCISCO GUIMARAES, QUADRA 48, LOTE 35 ;(00)0000-0000;;SERRA DO CARMO PROMOCOES E EVENTOS LTDA - ME;true;nao
10.222.254/0001-08;;;;Q 210 SUL AV LO - 05 LT 14 SALA 06;(00)0000-0000;;SERTEC - SERVICOS TECNICOS DE ENGENHARIA LTDA - ME;true;nao
12.089.435/0001-33;;;; ESTC 307 NORTE ALAMEDA 19 ;(00)0000-0000;;SEVERINA MENDES QUEIROZ 24930652391;true;nao
19.570.909/0001-03;;;;"LOGRADOURO Q 104 SUL RUA SE 1 LOTE 44 		NÚMERO S/N 		COMPLEMENTO SALA 01 ";(00)0000-0000;;SILVA DE JESUS E PEREIRA LTDA - ME;true;nao
04.049.497/0032-90;;;;AV TOCANTINS ;(00)0000-0000;;SOCIC - SOCIEDADE COMERCIAL IRMAS CLAUDINO S/A;true;nao
02.090.712/0001-74;;;;QUADRA153 LOTE 14 R 35;(00)0000-0000;;SOCIEDADE DE LIDERANCA PARA O DESENVOLVIMENTO SOCIOECONOMICO DO ESTADO DO TOCANTINS;true;nao
